id,college,branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
249,E037 K.L.S. Gogte Institute of Technology  Belgaum,IE,18869,999999999,999999999,14200,999999999,17914,15510,26088,999999999,15746,999999999,999999999,11744,999999999,999999999,11676,999999999,15853,48522,999999999,62696,999999999,999999999,999999999
250,E037 K.L.S. Gogte Institute of Technology  Belgaum,ME,90789,999999999,999999999,113897,999999999,119476,75882,999999999,999999999,148952,999999999,999999999,81895,108113,999999999,74015,87848,101000,157443,999999999,167053,126922,999999999,144994
251,E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,CA,50448,999999999,999999999,43418,999999999,59023,47559,999999999,999999999,43330,999999999,999999999,42429,999999999,999999999,40957,45888,55979,81977,999999999,150497,999999999,999999999,999999999
252,E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,CE,133583,999999999,999999999,146323,999999999,999999999,101501,999999999,999999999,103340,999999999,999999999,106646,108727,158229,96413,97594,99950,129926,999999999,155818,107148,999999999,999999999
253,E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,CS,36694,999999999,41195,33676,35409,35671,29944,999999999,999999999,35269,999999999,42521,29649,999999999,32074,28158,29328,32047,49714,51187,57366,61724,999999999,999999999
254,E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,EC,49119,77618,50336,46008,999999999,52030,43320,999999999,63409,43773,999999999,999999999,43559,999999999,999999999,41965,42121,43356,79759,999999999,98582,59511,999999999,999999999
255,E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,EE,79774,999999999,999999999,69761,999999999,80635,58743,999999999,999999999,74983,999999999,999999999,60487,999999999,999999999,58392,59379,75943,118945,133011,139588,130709,999999999,999999999
256,E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,IE,41022,999999999,999999999,39205,999999999,999999999,44257,999999999,999999999,41507,106821,49250,36542,999999999,999999999,35956,999999999,37731,76354,999999999,80297,999999999,999999999,999999999
257,E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,168447,999999999,999999999,165658,999999999,999999999,167495,999999999,999999999,999999999,999999999,999999999
258,"E040 Hira Sugar Institute of Technology Belagavi District,",CE,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,172351,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
259,"E040 Hira Sugar Institute of Technology Belagavi District,",CS,51336,999999999,999999999,52238,999999999,54587,54019,999999999,999999999,57326,999999999,59529,39151,999999999,999999999,38931,41813,42656,90895,110502,99055,68582,999999999,999999999
260,"E040 Hira Sugar Institute of Technology Belagavi District,",EC,59388,79070,72917,64146,999999999,999999999,66312,999999999,999999999,999999999,999999999,999999999,56497,999999999,999999999,55701,999999999,57201,112872,999999999,999999999,999999999,999999999,999999999
261,"E040 Hira Sugar Institute of Technology Belagavi District,",EE,999999999,999999999,999999999,105462,110562,139650,116043,999999999,999999999,92812,999999999,999999999,91882,999999999,999999999,91061,999999999,105779,143546,999999999,158136,118851,999999999,999999999
262,"E040 Hira Sugar Institute of Technology Belagavi District,",ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,174294,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
263,E041 P D A College of Engineering Gulbarga,CE,108639,999999999,141123,137195,999999999,999999999,121576,999999999,999999999,140569,999999999,999999999,78087,999999999,999999999,75505,77259,107135,118236,999999999,151007,999999999,999999999,999999999
264,E041 P D A College of Engineering Gulbarga,EC,49753,999999999,75879,44128,999999999,999999999,999999999,999999999,999999999,38255,999999999,999999999,999999999,999999999,999999999,33418,999999999,35484,68674,103185,999999999,999999999,999999999,999999999
265,E041 P D A College of Engineering Gulbarga,EE,999999999,999999999,999999999,59791,60316,999999999,999999999,999999999,999999999,999999999,999999999,149063,58526,999999999,999999999,55868,999999999,999999999,77893,999999999,999999999,82543,999999999,999999999
266,E041 P D A College of Engineering Gulbarga,IP,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,173186,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
267,E041 P D A College of Engineering Gulbarga,ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,173095,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
268,E042 Khaja Banda Nawaz University Kalburgi,AE,999999999,999999999,999999999,104738,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,80843,999999999,999999999,141419,999999999,999999999,999999999,999999999,999999999
269,E042 Khaja Banda Nawaz University Kalburgi,CE,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,174141,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
270,E042 Khaja Banda Nawaz University Kalburgi,CS,999999999,999999999,999999999,60028,999999999,999999999,49664,999999999,999999999,999999999,999999999,999999999,70039,999999999,999999999,46336,66592,60204,95382,999999999,132104,81532,999999999,999999999
271,E042 Khaja Banda Nawaz University Kalburgi,EC,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,105376,999999999,999999999,999999999,59780,999999999,999999999,132141,999999999,999999999,999999999,999999999,999999999
272,E042 Khaja Banda Nawaz University Kalburgi,ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,161696,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
273,E043 Gurunanak Dev Engineering College  Bidar,AI,97267,999999999,999999999,67987,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,65938,999999999,73545,102434,999999999,999999999,999999999,999999999,999999999
274,E043 Gurunanak Dev Engineering College  Bidar,CE,999999999,999999999,999999999,999999999,999999999,999999999,174214,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,154108,999999999,155608,173081,999999999,999999999,999999999,999999999,999999999
275,E043 Gurunanak Dev Engineering College  Bidar,CS,999999999,999999999,999999999,35435,55776,999999999,999999999,999999999,999999999,51498,999999999,999999999,45034,999999999,999999999,30768,999999999,39946,64084,999999999,97779,49988,999999999,999999999
276,E043 Gurunanak Dev Engineering College  Bidar,DS,74056,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,96626,999999999,999999999,999999999,999999999,89975,62530,75836,999999999,999999999,999999999,999999999,88162,999999999,999999999
277,E043 Gurunanak Dev Engineering College  Bidar,EC,999999999,999999999,999999999,93050,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,74821,999999999,999999999,71615,86106,89733,108164,999999999,123022,999999999,999999999,999999999
278,E043 Gurunanak Dev Engineering College  Bidar,EE,999999999,999999999,999999999,111951,999999999,161575,110518,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,95769,999999999,999999999,114562,999999999,999999999,999999999,999999999,999999999
279,E043 Gurunanak Dev Engineering College  Bidar,IE,999999999,999999999,999999999,69880,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,59777,999999999,999999999,50946,999999999,60281,98386,999999999,999999999,999999999,999999999,999999999
280,E043 Gurunanak Dev Engineering College  Bidar,ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,167946,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
281,E044 Bheemanna Khandre Institute of Technology  Bhalki,CA,999999999,999999999,999999999,71714,999999999,92527,999999999,999999999,999999999,999999999,151157,999999999,73070,999999999,999999999,59223,999999999,999999999,128617,999999999,999999999,999999999,999999999,999999999
282,E044 Bheemanna Khandre Institute of Technology  Bhalki,CE,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,171541,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
283,E044 Bheemanna Khandre Institute of Technology  Bhalki,CH,999999999,999999999,999999999,162976,999999999,999999999,169936,999999999,999999999,999999999,999999999,999999999,166146,999999999,999999999,158947,999999999,171297,999999999,999999999,999999999,999999999,999999999,999999999
284,E044 Bheemanna Khandre Institute of Technology  Bhalki,CK,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
285,E044 Bheemanna Khandre Institute of Technology  Bhalki,CS,56969,999999999,999999999,60020,70813,999999999,999999999,999999999,999999999,999999999,999999999,999999999,48867,999999999,999999999,38442,999999999,49738,64113,999999999,86973,999999999,999999999,999999999
286,E044 Bheemanna Khandre Institute of Technology  Bhalki,DS,999999999,999999999,999999999,102470,999999999,999999999,77315,999999999,999999999,999999999,999999999,999999999,999999999,999999999,73141,66365,71543,999999999,108712,999999999,999999999,999999999,999999999,999999999
287,E044 Bheemanna Khandre Institute of Technology  Bhalki,EC,999999999,999999999,999999999,95689,999999999,98170,104845,999999999,999999999,87227,999999999,999999999,999999999,999999999,999999999,77077,999999999,82268,144558,999999999,166317,999999999,999999999,999999999
288,E044 Bheemanna Khandre Institute of Technology  Bhalki,ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,158956,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
289,E044 Bheemanna Khandre Institute of Technology  Bhalki,RI,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,98050,999999999,999999999,999999999,999999999,999999999,83777,999999999,90260,999999999,999999999,999999999,999999999,999999999,999999999
290,E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,CA,999999999,999999999,105546,72663,999999999,999999999,77313,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,64244,999999999,79734,97434,999999999,999999999,999999999,999999999,999999999
291,E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,CE,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,173030,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
292,E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,CS,54685,999999999,999999999,51523,999999999,70129,52410,999999999,999999999,48942,999999999,999999999,51010,999999999,999999999,38284,49684,47058,57262,999999999,63324,40962,999999999,999999999
293,E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,DS,999999999,999999999,136646,79324,999999999,999999999,81272,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,71189,999999999,89561,92543,999999999,136832,999999999,999999999,999999999
294,E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,EC,78645,999999999,999999999,83061,92983,999999999,999999999,999999999,123168,999999999,999999999,999999999,70473,999999999,999999999,66939,999999999,74242,114089,999999999,166247,999999999,999999999,999999999
295,E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,EE,113593,999999999,999999999,110912,999999999,120268,999999999,999999999,999999999,110388,999999999,999999999,999999999,999999999,999999999,100168,106718,109649,136846,999999999,159998,999999999,999999999,999999999
296,E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,IE,999999999,999999999,999999999,72598,999999999,999999999,999999999,999999999,999999999,65863,999999999,82628,999999999,999999999,999999999,59470,999999999,999999999,81922,999999999,999999999,64960,999999999,999999999
297,E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,174064,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
298,E046 H K Es S L N College of Engineering  Raichur,CE,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,171913,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
299,E046 H K Es S L N College of Engineering  Raichur,CS,999999999,999999999,999999999,69293,999999999,999999999,73659,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,55626,67662,68911,83871,999999999,999999999,999999999,999999999,999999999
300,E046 H K Es S L N College of Engineering  Raichur,EC,999999999,999999999,999999999,89245,999999999,102702,999999999,999999999,999999999,89137,999999999,999999999,92488,999999999,999999999,88969,999999999,999999999,151084,999999999,172102,999999999,999999999,999999999
301,E046 H K Es S L N College of Engineering  Raichur,ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
302,E047 Malnad College of Engineering  Hassan,CA,999999999,999999999,999999999,21034,999999999,999999999,20813,999999999,999999999,999999999,999999999,999999999,20435,999999999,999999999,16146,40943,19693,44539,999999999,999999999,999999999,999999999,999999999
303,E047 Malnad College of Engineering  Hassan,CB,999999999,999999999,999999999,31707,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,25933,999999999,29380,73378,999999999,112725,64672,999999999,999999999
304,E047 Malnad College of Engineering  Hassan,CE,125598,999999999,999999999,105452,999999999,999999999,109227,999999999,999999999,95666,999999999,999999999,111020,999999999,999999999,95176,162188,109622,145592,999999999,999999999,170038,999999999,999999999
305,E047 Malnad College of Engineering  Hassan,CS,20028,999999999,22513,18295,25162,19049,14410,999999999,26541,12681,999999999,999999999,13554,999999999,18099,12041,20547,15885,39747,56048,45331,21081,999999999,999999999
306,E047 Malnad College of Engineering  Hassan,EC,36382,46880,999999999,30018,999999999,33089,999999999,999999999,999999999,25974,999999999,999999999,999999999,999999999,999999999,25695,999999999,26856,52901,999999999,61577,45527,999999999,999999999
307,E047 Malnad College of Engineering  Hassan,EE,84551,999999999,999999999,51741,999999999,75283,63443,999999999,999999999,49921,62504,999999999,52966,999999999,999999999,47678,999999999,53953,89188,999999999,99986,999999999,999999999,999999999
308,E047 Malnad College of Engineering  Hassan,EI,90481,999999999,999999999,74934,110515,999999999,87450,999999999,999999999,71542,999999999,79484,80444,999999999,999999999,65506,999999999,66747,107467,999999999,999999999,999999999,999999999,999999999
309,E047 Malnad College of Engineering  Hassan,IE,26681,999999999,30648,24868,999999999,25766,21033,999999999,999999999,20723,999999999,999999999,19313,999999999,23174,19053,25970,21414,49331,78262,50059,31407,999999999,999999999
310,E047 Malnad College of Engineering  Hassan,ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,172883,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
311,"E048 B M S College of Engineering Basavanagudi,Bangalore",AD,4473,999999999,999999999,3896,999999999,11306,10598,999999999,999999999,3112,999999999,999999999,3106,999999999,999999999,1940,5294,4996,22248,999999999,32766,999999999,999999999,999999999
312,"E048 B M S College of Engineering Basavanagudi,Bangalore",AI,4275,999999999,999999999,4272,15108,8970,5073,28114,999999999,3082,999999999,5821,3044,999999999,5752,1998,9524,5497,19475,999999999,28569,9556,999999999,999999999
313,"E048 B M S College of Engineering Basavanagudi,Bangalore",BT,17247,94662,999999999,20942,999999999,40669,17502,999999999,999999999,999999999,999999999,999999999,18157,999999999,999999999,11265,999999999,38678,37264,999999999,46185,999999999,999999999,999999999
314,"E048 B M S College of Engineering Basavanagudi,Bangalore",CE,55723,999999999,999999999,68688,999999999,91238,69581,999999999,999999999,46826,999999999,999999999,54131,999999999,999999999,46207,78515,65730,61843,999999999,78650,68070,999999999,999999999
315,"E048 B M S College of Engineering Basavanagudi,Bangalore",CH,45258,999999999,999999999,36143,999999999,64221,999999999,999999999,999999999,36777,999999999,999999999,35878,999999999,999999999,30525,48179,44903,92153,999999999,92359,999999999,999999999,999999999
316,"E048 B M S College of Engineering Basavanagudi,Bangalore",CS,1812,999999999,3011,1923,4299,3149,2365,999999999,6004,1488,999999999,1866,1465,2649,1777,841,2414,1617,6274,11769,10774,3419,999999999,999999999
317,"E048 B M S College of Engineering Basavanagudi,Bangalore",DS,2079,999999999,999999999,2794,999999999,5199,7608,999999999,999999999,999999999,19222,999999999,1993,999999999,999999999,1403,999999999,2924,14467,999999999,21174,7326,999999999,999999999
318,"E048 B M S College of Engineering Basavanagudi,Bangalore",EC,5865,999999999,12324,6232,18167,10944,11364,999999999,999999999,4980,999999999,8360,4789,999999999,7728,3463,10353,7452,25612,33685,33664,14752,999999999,999999999
319,"E048 B M S College of Engineering Basavanagudi,Bangalore",EI,22215,999999999,999999999,20695,999999999,40924,23763,999999999,999999999,12895,999999999,999999999,15230,999999999,999999999,8821,25534,28279,70482,999999999,82472,999999999,999999999,999999999
320,"E048 B M S College of Engineering Basavanagudi,Bangalore",ET,12398,999999999,999999999,16835,999999999,999999999,999999999,999999999,44666,8886,999999999,999999999,8632,999999999,999999999,5467,23532,14838,47139,999999999,999999999,999999999,999999999,45232
321,"E048 B M S College of Engineering Basavanagudi,Bangalore",IE,3641,999999999,5643,3098,7460,4677,4279,999999999,11706,1902,999999999,999999999,2031,999999999,3216,1363,4383,2882,12538,29577,16423,6642,999999999,999999999
322,"E048 B M S College of Engineering Basavanagudi,Bangalore",IO,999999999,999999999,999999999,3461,999999999,999999999,9097,999999999,999999999,999999999,999999999,9382,2896,22954,999999999,1538,6496,5724,23955,999999999,999999999,13387,999999999,999999999
323,"E048 B M S College of Engineering Basavanagudi,Bangalore",MD,67748,999999999,999999999,32882,999999999,999999999,47317,999999999,999999999,35080,999999999,999999999,29705,999999999,999999999,19714,62051,49512,91709,999999999,999999999,999999999,999999999,120894
324,"E048 B M S College of Engineering Basavanagudi,Bangalore",ME,999999999,999999999,999999999,55602,999999999,73932,50838,999999999,999999999,33345,999999999,999999999,42867,999999999,999999999,27610,66519,56228,76795,145552,999999999,72314,999999999,999999999
325,"E048 B M S College of Engineering Basavanagudi,Bangalore",SE,999999999,999999999,999999999,12383,999999999,999999999,999999999,999999999,999999999,6785,999999999,999999999,10802,999999999,999999999,4829,999999999,16783,33558,999999999,999999999,28345,95465,110762
326,E049 Basaveshwara Engineering College Bagalkot,AI,47183,999999999,999999999,33232,999999999,47070,39818,999999999,999999999,36349,999999999,999999999,32569,999999999,999999999,31191,31250,37168,83133,85997,999999999,999999999,999999999,999999999
327,E049 Basaveshwara Engineering College Bagalkot,BT,999999999,999999999,999999999,70196,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,60009,77637,62689,121136,999999999,999999999,112039,999999999,999999999
328,E049 Basaveshwara Engineering College Bagalkot,CE,999999999,999999999,999999999,118359,999999999,999999999,117626,999999999,999999999,999999999,999999999,999999999,102829,999999999,999999999,101398,999999999,118181,132552,999999999,156427,146904,999999999,999999999
329,E049 Basaveshwara Engineering College Bagalkot,CS,22975,999999999,29488,19692,999999999,999999999,22827,999999999,38311,19520,999999999,999999999,18570,999999999,999999999,18486,999999999,18575,47643,999999999,999999999,999999999,56426,999999999
330,E049 Basaveshwara Engineering College Bagalkot,EC,30557,999999999,999999999,29645,30857,31056,999999999,999999999,999999999,32612,999999999,999999999,28866,999999999,999999999,28656,999999999,30623,64310,999999999,64348,999999999,999999999,999999999
331,E049 Basaveshwara Engineering College Bagalkot,IE,32310,59663,999999999,28644,999999999,29564,28898,999999999,999999999,25901,999999999,31301,24467,999999999,29169,23849,23932,29112,74766,999999999,84226,60000,999999999,999999999
332,"E054 K V G College of Engineering Sullia,D.K District",CA,98981,999999999,999999999,89406,999999999,101794,86277,999999999,999999999,77146,999999999,999999999,82753,999999999,999999999,76555,78064,86036,165612,999999999,999999999,999999999,999999999,999999999
333,"E054 K V G College of Engineering Sullia,D.K District",CE,999999999,999999999,999999999,168099,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,143012,999999999,143057,148636,999999999,999999999,157480,999999999,999999999
334,"E054 K V G College of Engineering Sullia,D.K District",CS,80958,999999999,91753,68332,999999999,68521,82528,999999999,96383,62372,999999999,999999999,67419,999999999,999999999,59690,59752,65721,109990,122947,138792,71358,999999999,999999999
335,"E054 K V G College of Engineering Sullia,D.K District",EC,98157,999999999,999999999,93350,97904,999999999,101961,999999999,999999999,78556,999999999,103847,78396,999999999,999999999,76015,999999999,87445,152785,999999999,999999999,999999999,999999999,999999999
336,"E054 K V G College of Engineering Sullia,D.K District",ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,171683,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
337,"E055 P A College of Engineering Bantwal, Mangalore",AI,999999999,999999999,999999999,80788,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,76740,999999999,999999999,66416,999999999,76399,153809,999999999,999999999,107986,999999999,999999999
338,"E055 P A College of Engineering Bantwal, Mangalore",BT,999999999,999999999,999999999,102525,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,96005,129676,100141,999999999,999999999,999999999,134404,999999999,999999999
339,"E055 P A College of Engineering Bantwal, Mangalore",CE,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
340,"E055 P A College of Engineering Bantwal, Mangalore",CS,80113,999999999,999999999,76848,999999999,79476,71365,999999999,999999999,65786,999999999,86830,66071,999999999,74354,63031,63551,70175,116134,127764,151768,79092,999999999,999999999
341,"E055 P A College of Engineering Bantwal, Mangalore",EC,93986,999999999,97662,100332,102413,999999999,96280,999999999,96812,999999999,999999999,999999999,92361,999999999,999999999,89760,999999999,91689,149413,999999999,999999999,999999999,999999999,999999999
342,"E055 P A College of Engineering Bantwal, Mangalore",ME,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,163355,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
343,E056 The National Institute of Engineering(SOUTH CAMPUS)  Mysore,EC,999999999,37145,999999999,12720,999999999,15256,13332,999999999,999999999,10047,999999999,999999999,9744,999999999,999999999,9363,999999999,10872,34091,999999999,45245,18280,999999999,999999999
344,E056 The National Institute of Engineering(SOUTH CAMPUS)  Mysore,EE,31309,999999999,999999999,27675,999999999,999999999,999999999,999999999,63049,21373,999999999,999999999,999999999,999999999,999999999,20560,42950,21083,42975,999999999,999999999,25753,999999999,30893
345,E056 The National Institute of Engineering(SOUTH CAMPUS)  Mysore,ME,70113,999999999,999999999,69500,999999999,77830,103373,999999999,999999999,999999999,999999999,999999999,56539,999999999,999999999,55260,83393,62321,104324,999999999,134461,83634,999999999,999999999
346,E057 JSS Science and Technology University(Formerly SJCE)  Mysore,BT,43004,999999999,999999999,39700,999999999,72340,38996,999999999,999999999,24846,999999999,999999999,29457,999999999,999999999,22080,58221,33759,63720,999999999,999999999,999999999,999999999,999999999
347,E057 JSS Science and Technology University(Formerly SJCE)  Mysore,CB,7283,999999999,999999999,10704,33495,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,4823,999999999,6725,34710,999999999,47207,19889,999999999,64152
348,E057 JSS Science and Technology University(Formerly SJCE)  Mysore,CE,97700,999999999,999999999,89434,999999999,142631,92582,999999999,999999999,69649,999999999,999999999,76288,999999999,999999999,68752,99202,91260,91546,999999999,999999999,999999999,999999999,999999999
349,E057 JSS Science and Technology University(Formerly SJCE)  Mysore,CS,4366,999999999,999999999,4618,8658,6324,5315,999999999,12983,2674,999999999,4687,3211,7726,4014,2575,2651,3727,15305,999999999,16426,7940,999999999,999999999
350,E057 JSS Science and Technology University(Formerly SJCE)  Mysore,CT,999999999,999999999,999999999,68702,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,92587,999999999,999999999,68015,999999999,90907,131746,999999999,999999999,999999999,999999999,999999999
351,E057 JSS Science and Technology University(Formerly SJCE)  Mysore,EC,999999999,999999999,999999999,9473,999999999,11081,15193,999999999,999999999,6842,999999999,999999999,7913,999999999,9354,6682,999999999,8500,26582,37214,999999999,19206,999999999,999999999
352,E057 JSS Science and Technology University(Formerly SJCE)  Mysore,IE,6480,999999999,7781,5254,999999999,7947,6615,999999999,999999999,3616,999999999,999999999,3980,999999999,999999999,3605,7759,4876,23522,35721,29473,8393,999999999,999999999
353,E057 JSS Science and Technology University(Formerly SJCE)  Mysore,ME,82251,999999999,999999999,76193,999999999,999999999,999999999,999999999,999999999,56633,999999999,999999999,53213,999999999,999999999,51545,95060,75748,113981,999999999,999999999,999999999,999999999,999999999
354,E058 P E S College of Engineering  Mandya,AU,999999999,999999999,999999999,96462,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,85299,999999999,999999999,84869,170904,120560,158517,999999999,999999999,122160,999999999,999999999
355,E058 P E S College of Engineering  Mandya,CA,25467,999999999,999999999,23226,999999999,24126,24647,999999999,999999999,20071,999999999,999999999,20249,24843,999999999,20024,999999999,23336,66342,999999999,71990,999999999,999999999,999999999
356,E058 P E S College of Engineering  Mandya,CE,136791,999999999,999999999,142384,999999999,999999999,164268,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,88597,999999999,107532,120787,999999999,999999999,101925,156785,999999999
357,E058 P E S College of Engineering  Mandya,CS,20341,999999999,999999999,16329,29094,17654,18179,999999999,42188,14239,999999999,999999999,15739,999999999,16834,14021,16187,15624,37311,37518,39670,15783,999999999,24705
358,E058 P E S College of Engineering  Mandya,EC,30751,999999999,999999999,29968,999999999,32972,28521,999999999,999999999,25403,999999999,26243,25456,999999999,33670,25050,29646,26079,61590,69507,74393,28309,999999999,999999999
359,E058 P E S College of Engineering  Mandya,EE,999999999,999999999,999999999,40814,999999999,999999999,999999999,999999999,999999999,43709,999999999,999999999,999999999,999999999,999999999,40499,999999999,40885,78081,999999999,999999999,999999999,999999999,999999999
360,E058 P E S College of Engineering  Mandya,IE,24933,999999999,999999999,18786,999999999,21679,22063,999999999,999999999,17116,999999999,999999999,17628,999999999,999999999,17089,25453,17734,54392,999999999,57968,999999999,999999999,999999999
361,E059 P D A College of Engineering Gulbarga,AI,999999999,999999999,999999999,42403,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,40339,49567,53550,63110,999999999,999999999,74009,999999999,999999999
362,E059 P D A College of Engineering Gulbarga,CD,999999999,999999999,999999999,52085,999999999,76014,999999999,999999999,999999999,56095,999999999,999999999,999999999,999999999,999999999,38478,999999999,999999999,75443,999999999,999999999,999999999,999999999,999999999
363,E059 P D A College of Engineering Gulbarga,CE,148465,999999999,999999999,145657,999999999,999999999,102545,999999999,999999999,999999999,999999999,999999999,134980,999999999,999999999,101979,999999999,999999999,134098,999999999,999999999,999999999,999999999,999999999
364,E059 P D A College of Engineering Gulbarga,CR,999999999,999999999,999999999,171544,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,151484,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
365,E059 P D A College of Engineering Gulbarga,CS,27798,999999999,999999999,25723,999999999,999999999,999999999,999999999,999999999,21590,999999999,999999999,21018,999999999,999999999,20819,999999999,23708,33790,51479,69566,999999999,999999999,999999999
